Film_title,Release_year,Director,Genres,Owner_rating,Average_rating,Runtime,Countries,Original_Language,Spoken_Languages,Watches,List_Appearances,Likes,Cast,Studios,Letterboxd URL
Coco,2017,Lee Unkrich,"['Adventure', 'Animation', 'Music', 'Family']",4.5,4.12,105,['USA'],English,"['English', 'Spanish']",2139496,205585,760587,"['Anthony Gonzalez', 'Gael García Bernal', 'Benjamin Bratt', 'Alanna Ubach', 'Renée Victor', 'Ana Ofelia Murguía', 'Edward James Olmos', 'Jaime Camil', 'Alfonso Arau', 'Herbert Siguenza', 'Lombardo Boyar', 'Sofía Espinosa', 'Dyana Ortelli', 'Gabriel Iglesias', 'Selene Luna', 'Natalia Cordova-Buckley', 'Carla Medina', 'Luis Valdez', 'Blanca Araceli', 'Polo Rojas', 'Montse Hernandez', 'Octavio Solis', 'Cheech Marin', 'Salvador Reyes', 'John Ratzenberger']","['Pixar', 'Walt Disney Pictures']",https://letterboxd.com//film/coco-2017/
The Matrix,1999,"Lilly Wachowski, Lana Wachowski","['Science Fiction', 'Action']",4,4.16,136,['USA'],English,['English'],2242620,231128,768036,"['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Hugo Weaving', 'Gloria Foster', 'Joe Pantoliano', 'Marcus Chong', 'Julian Arahanga', 'Matt Doran', 'Belinda McClory', 'Anthony Ray Parker', 'Paul Goddard', 'Robert Taylor', 'David Aston', 'Marc Aden Gray', 'Ada Nicodemou', 'Deni Gordon', 'Rowan Witt', 'Eleanor Witt', 'Tamara Brown', 'Janaya Pender', 'Adryn White', 'Natalie Tjen', 'Bill Young', ""David O'Connor"", 'Jeremy Ball', 'Fiona Johnson', 'Harry Lawrence', 'Steve Dodd', 'Luke Quinton', 'Lawrence Woodward', 'Michael Butcher', 'Bernard Ledger', 'Chris Pattinson', 'Robert Simper', 'Nigel Harbach', 'Rana Morrison']","['Village Roadshow Pictures', 'Groucho II Film Partnership', 'Silver Pictures', 'Warner Bros. Pictures']",https://letterboxd.com//film/the-matrix/
The Devil Wears Prada,2006,David Frankel,"['Comedy', 'Drama']",3.5,3.75,109,['USA'],English,"['English', 'French']",1449234,120217,414002,"['Anne Hathaway', 'Meryl Streep', 'Emily Blunt', 'Stanley Tucci', 'Simon Baker', 'Adrian Grenier', 'Tracie Thoms', 'Rich Sommer', 'Daniel Sunjata', 'David Marshall Grant', 'James Naughton', 'Tibor Feldman', 'Rebecca Mader', 'Jimena Hoyos', 'Gisele Bündchen', 'George C. Wolfe', 'John Rothman', 'Stephanie Szostak', 'Colleen Dengel', 'Suzanne Dengel', 'Heidi Klum', 'Valentino Garavani', 'Bridget Hall', 'Ines Rivero', 'Alyssa Sutherland', 'Robert Verdi', 'Paul Keany', 'David Callegati', 'Rori Cannon', 'Stan Newman', 'James Cronin', 'Eric Seltzer', 'Lindsay Brice', 'Steve Benisty', 'John Graham', 'Wells Dixon', 'Ilona Alexandra', 'Frank Anello', 'Alexander Blaise', 'Marie Brandt', 'Carl Burrows', 'Dono Cunningham', 'Guy A. Fortt', 'Alexie Gilmore', 'Toree Hill', 'Vivian Kalinov', 'Tim Krueger', 'Hector Lincoln', 'Nina Lisandrello', 'Zev McAllister', 'Denis McKeown', 'Matt Murray', 'Ingrid Sophie Schram', 'Bobby Shue', 'Brandhyze Stanley', 'Jen Taylor', 'Taylor Treadwell', 'Donatella Versace', 'Lauren Weisberger', 'Laura D. Williams']","['Fox 2000 Pictures', '20th Century Fox', 'Wendy Finerman Productions']",https://letterboxd.com//film/the-devil-wears-prada/
Oppenheimer,2023,Christopher Nolan,"['History', 'Drama']",4,4.26,181,"['UK', 'USA']",English,"['English', 'Dutch']",1887751,349460,761081,"['Cillian Murphy', 'Emily Blunt', 'Matt Damon', 'Robert Downey Jr.', 'Florence Pugh', 'Josh Hartnett', 'Casey Affleck', 'Rami Malek', 'Kenneth Branagh', 'Benny Safdie', 'Jason Clarke', 'Dylan Arnold', 'Tom Conti', ""James D'Arcy"", 'David Dastmalchian', 'Dane DeHaan', 'Alden Ehrenreich', 'Tony Goldwyn', 'Jefferson Hall', 'David Krumholtz', 'Matthew Modine', 'Scott Grimes', 'Kurt Koehler', 'John Gowans', 'Macon Blair', 'Harry Groener', 'Gregory Jbara', 'Ted King', 'Tim DeKay', 'Steven Houska', 'Petrie Willink', 'Matthias Schweighöfer', 'Alex Wolff', 'Josh Zuckerman', 'Rory Keane', 'Michael Angarano', 'Emma Dumont', 'Sadie Stratton', 'Britt Kyle', 'Guy Burnet', 'Tom Jenkins', 'Louise Lombard', 'Michael Andrew Baker', 'Jeff Hephner', 'Olli Haaskivi', 'David Rysdahl', 'Josh Peck', 'Jack Quaid', 'Brett DelBuono', 'Gustaf Skarsgård', 'James Urbaniak', 'Trond Fausa Aurvåg', 'Devon Bostick', 'Danny Deferrari', 'Christopher Denham', 'Jessica Erin Martin', 'Ronald Auguste', 'Máté Haumann', 'Olivia Thirlby', 'Jack Cutmore-Scott', 'Harrison Gilbertson', 'James Remar', 'Will Roberts', 'Pat Skipper', 'Steve Coulter', 'Jeremy John Wells', 'Sean Avery', 'Adam Kroeger', 'Drew Kenney', 'Bryce Johnson', 'Flora Nolan', 'Kerry Westcott', 'Christina Hogue', 'Clay Bunker', 'Tyler Beardsley', 'Maria Teresa Zuppetta', 'Kate French', 'Gary Oldman', 'Hap Lawrence', 'Meg Schimelpfenig', 'Matt Snead', 'Troy Bronson', 'Andrew Bursiaga', 'Jyoti', 'Emily Willis']","['Syncopy', 'Universal Pictures', 'Atlas Entertainment']",https://letterboxd.com//film/oppenheimer-2023/
Mortal World,2018,Ali Atay,"['Comedy', 'Action', 'Crime']",3.5,3.62,102,['Turkey'],Turkish,['Turkish'],40874,2024,6486,"['Ahmet Mümtaz Taylan', 'Alper Kul', 'Sarp Apak', 'İrem Sak', 'Doğu Demirkol', 'Feyyaz Yiğit', 'Meltem Kaptan', 'Mehmet Özgür', 'Özgür Emre Yıldırım', 'Ferit Kaya', 'İbrahim Selim', 'Kubilay Tunçer', 'Mustafa Kirantepe', 'Güneş Hayat', 'Osman Alkaş', 'Ender Gözü', 'Gümeç Alpay Aslan', 'Hakan Ağaoğlu', 'Kaan Yabas']",['TAFF Pictures'],https://letterboxd.com//film/mortal-world/
Love & Other Drugs,2010,Edward Zwick,"['Comedy', 'Drama', 'Romance']",3,3.12,112,['USA'],English,['English'],330237,30404,50714,"['Jake Gyllenhaal', 'Anne Hathaway', 'Oliver Platt', 'Hank Azaria', 'Josh Gad', 'Gabriel Macht', 'Judy Greer', 'Jill Clayburgh', 'George Segal', 'Kate Jennings Grant', 'Katheryn Winnick', 'Kimberly Scott', 'Peter Friedman', 'Nikki DeLoach', 'Natalie Gold', 'Megan Ferguson', 'Michael Benjamin Washington', ""Bingo O'Malley"", 'Dorothy Silver', 'Lucy Roucis', 'Joan Augustin', 'Michael Chernus', 'Kate Easton', 'Michael Buffer', 'Maïté Schwartz', 'Maximilian Osinski', 'Ian Harding', 'Josh Breslow', 'Ian Novick', 'Tess Soltau', 'Constance Brenneman', 'Nicole Thomas', 'Jasper Soffer', 'Kwame Rakes', 'Scott Cohen', 'Sharon Wilkins', 'Brian Hutchison', 'Dana Dancho', 'Lisa Ann Goldsmith', 'Rick Applegate', 'Ray Godshall Sr.', 'Jean Zarzour', ""Harry O'Toole"", 'Jennifer Delaeo', 'Deidre Goodwin', 'Geneva Carr', 'Vanessa Aspillaga', 'Patricia Cray', 'Kristin Spatafore', 'Larissa Emanuele', 'Loretta Higgins', 'Kimberly M. Rizzo', 'Jason Bernard', 'Nicole Perrone', 'Jo Newman', 'Christina Fandino', 'Teri Clark', 'Kevin McClatchy', 'Jaimie Alexander', ""Diedra Arthur-O'Ree"", 'Stephanie Bankosh', 'David Barckhoff', 'Robert R. Bell', 'Aaron Bernard', 'Ralph Browning', 'Alissa Collins', 'Kyle Fields', 'Joe Forgione', 'Nicole George', 'Ryan Goimarac', 'Mark Golik', 'John W. Iwanonkiw', 'Sharyn Kmieciak', 'Wayne Leya', 'David Dale McCue', 'David Morse', 'Christian Pearson', 'Chris A. Riskus', 'Nayli Russo', 'Michael K. Sieg', 'Laura Welsh', 'Morgan Wolk', ""Conan O'Brien"", 'Gwyneth E. Larsen', 'Brooke Miyasaki', 'Jackson Nunn']","['Fox 2000 Pictures', 'Regency Enterprises', 'New Regency Pictures', 'Stuber Pictures', 'Bedford Falls Productions', 'Dune Entertainment']",https://letterboxd.com//film/love-other-drugs/
The Nightmare Before Christmas,1993,Henry Selick,"['Family', 'Animation', 'Fantasy']",3,3.94,76,['USA'],English,['English'],1494805,181783,446449,"['Danny Elfman', 'Chris Sarandon', ""Catherine O'Hara"", 'William Hickey', 'Glenn Shadix', 'Paul Reubens', 'Ken Page', 'Edward Ivory', 'Kerry Katz', 'Carmen Twillie', 'Randy Crenshaw', 'Debi Durst', 'Glenn Walters', 'Sherwood Ball', 'Greg Proops', 'Tim Burton', 'Susan McBride', 'Mia Brown', 'L. Peter Callender', 'Ann Fraser', 'Jennifer Levey', 'Jesse McClurg', 'John Morris', 'Robert Olague', 'Bobbi Page', 'Elena Praskin', 'Trampas Warman', 'Judi M. Durand', 'Doris Hess', 'Daamen J. Krall', 'Christina MacGregor', 'David McCharen', 'Gary Raff', 'David J. Randolph', 'Gary Schwartz', 'Joe Ranft']","['Touchstone Pictures', 'Skellington Productions', 'Buena Vista Pictures']",https://letterboxd.com//film/the-nightmare-before-christmas/
Pretty Woman,1990,Garry Marshall,"['Romance', 'Comedy']",3.5,3.58,119,['USA'],English,['English'],701934,77029,151241,"['Richard Gere', 'Julia Roberts', 'Ralph Bellamy', 'Jason Alexander', 'Laura San Giacomo', 'Alex Hyde-White', 'Amy Yasbeck', 'Elinor Donahue', 'Hector Elizondo', 'Judith Baldwin', 'Jason Randal', 'Bill Applebaum', 'Tracy Bjork', 'Gary Greene', 'Billy Gallo', 'Abdul Salaam El Razzac', 'Hank Azaria', 'Larry Hankin', 'Julie Paris', 'Rhonda Hansome', 'Harvey Keenan', 'Marty Nadler', 'Lynda Goodfriend', 'Reed Anthony', 'Frank Campanella', ""Jackie O'Brien"", 'Cheri Caspari', 'Scott Marshall', 'Patrick Richwood', 'Kathleen Marshall', 'Laurelle Mehus', 'Don Feldstein', 'Marvin Braverman', 'Al Sapienza', 'Jeff Michalski', 'James Patrick Stuart', 'Lloyd T. Williams', 'R. Darrell Hunter', 'James Patrick Dunne', 'Valorie Armstrong', 'Steve Restivo', 'Rodney Kageyama', 'Douglas Stitzel', 'Larry Miller', 'Dey Young', 'Shane Ross', 'Carol Williard', 'Minda Burr', 'Robyn Peterson', 'Mariann Aalda', 'RC Everbeck', 'Michael French', 'Allan Kent', 'Stacy Keach, Sr.', 'Lucinda Crosby', 'Nancy Locke', 'Calvin Remsberg', 'Lloyd Nelson', 'Norman Large', 'Tracy Reiner', 'Tom Nolan', 'John David Carson', 'Daniel Bardol', 'Karin Calabro', 'Bruce Eckstut', 'Amzie Strickland', 'Mychael Bates', 'Gary Bohn', 'Paul Bradley', 'Robert Buckingham', 'Selby Dessner', 'Rio Hackford', 'Robert Liguori', 'Garry Marshall', 'Charles Minsky', 'Blair Richwood', 'Randall Rutledge', 'John Simone']","['Touchstone Pictures', 'Silver Screen Partners IV', 'Regency Enterprises', 'Arnon Milchan Productions']",https://letterboxd.com//film/pretty-woman/
Black Swan,2010,Darren Aronofsky,"['Drama', 'Thriller', 'Horror']",4.5,4.14,108,['USA'],English,"['English', 'French', 'Italian']",1959653,274653,728595,"['Natalie Portman', 'Mila Kunis', 'Vincent Cassel', 'Barbara Hershey', 'Winona Ryder', 'Benjamin Millepied', 'Ksenia Solo', 'Kristina Anapau', 'Janet Montgomery', 'Sebastian Stan', 'Toby Hemingway', 'Sergio Torrado', 'Mark Margolis', 'Tina Sloan', 'Abraham Aronofsky', 'Charlotte Aronofsky', 'Marcia Jean Kurtz', ""Shaun O'Hagan"", 'Chris Gartin', 'Deborah Offner', 'Stanley B. Herman', 'Michelle Rodriguez Nouel', 'Kurt Froman', 'Marty Krzywonos', 'Leslie Lyles', 'John Epperson', 'Arkadiy Figlin', 'Tim Fain', 'Sarah Lane', 'Liam Flaherty', 'Patrick Heusinger', 'Marina Stavitskaya', 'Olga Kostritzky', 'Christine Redpath', 'Alexandra Damiani', 'Rebecca Azenberg', 'Laura Bowman', 'Holly L. Fusco', 'Abigail Mentzer', 'Barette Vance', 'Lillian di Piazza', 'Megan Dickinson', 'Jessy Hendrickson', 'Geneviève Lebean', 'Rachel Jambois', 'Ryoko Sadoshima', 'Kaia A. Tack', 'Lauren Fadeley', 'Sarah Hay', 'Adrianna de Svastich', 'Jamie Wolf', 'Carrie Lee Riggins', 'Gina Artese', 'Daralina Komar', 'Tim Lacatena', 'Alyson Cambridge', 'Anne Bergstedt Jordanova']","['Fox Searchlight Pictures', 'Cross Creek Pictures', 'Protozoa Pictures', 'Phoenix Pictures', 'Dune Entertainment']",https://letterboxd.com//film/black-swan/
Puss in Boots,2011,Chris Miller,"['Animation', 'Fantasy', 'Adventure', 'Comedy', 'Family']",4.5,3.09,90,['USA'],English,"['English', 'Spanish']",395814,36121,50187,"['Antonio Banderas', 'Salma Hayek Pinault', 'Zach Galifianakis', 'Billy Bob Thornton', 'Amy Sedaris', 'Constance Marie', 'Mike Mitchell', 'Guillermo del Toro', 'Conrad Vernon', 'Chris Miller', 'Rich Dietl', 'Ryan Crego', 'Tom Wheeler', 'Tom McGrath', 'Bob Joles', 'Latifa Ouaou', 'Jessica Schulte', 'Bob Persichetti', 'Nina Barry', 'Sergio Bruna', 'Roberto Donati', 'Rebecca Davis', 'Joshua Rush', 'Lara Jill Miller', 'Jossara Jinaro', 'Julie Wittner']",['DreamWorks Animation'],https://letterboxd.com//film/puss-in-boots/
Puss in Boots: The Three Diablos,2012,Raman Hui,"['Adventure', 'Animation', 'Family', 'Comedy']",3,3.03,13,['USA'],English,['English'],15163,1659,1858,"['Antonio Banderas', 'Gilles Marini', 'Charlotte Newhouse', 'Chris Miller', 'Walt Dohrn', 'Bret Marnell', 'Miles Bakshi', 'Nina Zoe Bakshi', 'Guillaume Aretos']",['DreamWorks Animation'],https://letterboxd.com//film/puss-in-boots-the-three-diablos/
Puss in Boots: The Last Wish,2022,Joel Crawford,"['Animation', 'Family', 'Fantasy', 'Action', 'Comedy', 'Adventure']",4,4.16,103,['USA'],English,"['English', 'Spanish']",1064988,160694,447840,"['Antonio Banderas', 'Salma Hayek Pinault', 'Harvey Guillén', 'Wagner Moura', 'Florence Pugh', 'Olivia Colman', 'Ray Winstone', 'Samson Kayo', 'John Mulaney', ""Da'Vine Joy Randolph"", 'Anthony Mendez', 'Kevin McCann', 'Bernardo de Paula', 'Betsy Sodaro', 'Artemis Pebdani', 'Conrad Vernon', 'Cody Cameron', 'Kailey Crawford', 'Al Rodrigo', 'Bob Persichetti', 'Miguel Matrai', 'Pilar Uribe', 'Heidi Gardner', 'Joel Crawford', 'Januel Mercado', 'James Ryan', 'Natalia Cronembold', 'Paul Fisher', 'Aydrea Walden', 'Roberto Encinas']","['DreamWorks Animation', 'Universal Pictures']",https://letterboxd.com//film/puss-in-boots-the-last-wish/
Just My Luck,2006,Donald Petrie,"['Fantasy', 'Drama', 'Comedy', 'Family', 'Romance']",2.5,2.76,103,['USA'],English,['English'],133509,15631,15266,"['Lindsay Lohan', 'Chris Pine', 'Samaire Armstrong', 'Bree Turner', 'Faizon Love', 'Missi Pyle', 'Makenzie Vega', 'Carlos Ponce', 'Danny Jones', 'Tom Fletcher', 'Harry Judd', 'Dougie Poynter', 'Tovah Feldshuh', 'Dane Rhodes', 'Jaqueline Fleming', 'Ira Hawkins', 'J.C. Sealy', 'Mikki Val', 'Marcus Hester', 'Ameer Baraka', 'Anne Ewen', 'Hannah Tointon', 'Mark Wystrach', 'Kathy Tong']","['New Regency Pictures', 'Regency Enterprises', 'Cheyenne Enterprises', '20th Century Fox']",https://letterboxd.com//film/just-my-luck-2006/
Look Both Ways,2022,Wanuri Kahiu,"['Romance', 'Drama', 'Comedy']",3.5,2.79,110,['USA'],English,['English'],73588,9733,10614,"['Lili Reinhart', 'Danny Ramirez', 'David Corenswet', 'Aisha Dee', 'Andrea Savage', 'Luke Wilson', 'Nia Long', 'Sahara Ale', 'Amanda Knapic', 'Sarah J. Bartholomew', 'Jacqueline Seaman', 'Francine Seaman', 'Jaden Tolliver', 'Justin Donte', 'Amanda Grace Jenkins', 'Taylor Ashley Murphy']","['Screen Arcade', 'CatchLight Studios']",https://letterboxd.com//film/look-both-ways-2022/
Vizontele,2001,Yılmaz Erdoğan,"['Comedy', 'Drama']",4,3.71,110,['Turkey'],Turkish,['Turkish'],25364,1352,2211,"['Yılmaz Erdoğan', 'Demet Akbağ', 'Altan Erkekli', 'Cem Yılmaz', 'Şafak Sezer', 'Tolga Çevik', 'Cezmi Baskın', 'Zeynep Tokuş', 'Erdal Tosun', 'Tuncer Salman', 'Mesut Çakarlı', 'Erkan Can', 'Metin Büktel', 'Bican Günalan', 'Şebnem Sönmez', 'İclal Aydın', 'Salih Kalyon', 'Şener Kökkaya', 'Sinan Bengier', 'Serhat Özcan', 'Caner Alkaya', 'Can Kahraman', 'Selahattin Taşdöğen', 'Köksal Engür', 'Betül Arım', 'Zerrin Sümer', 'Meral Çetinkaya', 'Ata Benli', 'Mahmut Gürses', 'Pınar Tezcan', 'Yasemin Alkaya']",[],https://letterboxd.com//film/vizontele/
Everything Everywhere All at Once,2022,"Daniel Scheinert, Daniel Kwan","['Science Fiction', 'Action', 'Adventure']",4,4.32,140,['USA'],English,"['English', 'Cantonese', 'Chinese']",2456282,445848,1255418,"['Michelle Yeoh', 'Stephanie Hsu', 'Ke Huy Quan', 'James Hong', 'Jamie Lee Curtis', 'Tallie Medel', 'Jenny Slate', 'Harry Shum Jr.', 'Biff Wiff', 'Sunita Mani', 'Aaron Lazar', 'Brian Le', 'Andy Le', 'Neravana Cabral', 'Chelsey Goldsmith', 'Craig Henningsen', 'Anthony Molinari', 'Dan Brown', 'Anthony N.', 'Cara Marie Chooljian', 'Randall Archer', 'Efka Kvaraciejus', 'Peter Banifaz', 'Audrey Wasilewski', 'Li Jing', 'Dylan Henry Lau', 'Boon Pin Koh', 'Timothy Eulich', 'Daniel Scheinert', 'Michiko Nishiwaki', 'Jane Lui', 'Jason Hamer', 'Timothy Ralston', 'Hiroshi Yada', 'Randy Newman', 'Amanda MacLeod']","['A24', 'IAC Films', 'AGBO', 'Ley Line Entertainment', 'TPC', 'Year of the Rat']",https://letterboxd.com//film/everything-everywhere-all-at-once/
Fight Club,1999,David Fincher,['Drama'],3.5,4.27,139,"['Germany', 'USA']",English,['English'],3204850,368536,1449364,"['Edward Norton', 'Brad Pitt', 'Helena Bonham Carter', 'Meat Loaf', 'Jared Leto', 'Zach Grenier', 'Holt McCallany', 'Eion Bailey', 'Richmond Arquette', 'David Andrews', 'George Maguire', 'Eugenie Bondurant', 'Christina Cabot', ""Sydney 'Big Dawg' Colston"", 'Rachel Singer', 'Christie Cronenweth', 'Tim DeZarn', 'Ezra Buzzington', 'Dierdre Downing-Jackson', 'Bob Stephenson', 'Charlie Dell', 'Rob Lanza', 'David Lee Smith', 'Joel Bissonnette', 'Evan Mirand', 'Robby Robinson', 'Lou Beatty Jr.', 'Thom Gossom Jr.', 'Valerie Bickford', 'Peter Iacangelo', 'Carl Ciarfalio', 'Stuart Blumberg', 'Todd Peirce', 'Mark Fite', 'Matt Winston', 'Joon Kim', 'Bennie Moore', 'Lauren Sánchez', 'Pat McNamara', 'Tyrone R. Livingston', 'Owen Masterson', 'David Jean Thomas', 'Paul Carafotes', 'Christopher John Fields', 'Anderson Bourell', 'Scotch Ellis Loring', 'Michael Shamus Wiles', 'Andi Carnick', 'Edward Kowalczyk', 'Leonard Termo', 'Van Quattro', 'Markus Redmond', 'Michael Girardin', 'Michael Arturo', 'Greg Bronson', 'Matt Cinquanta', 'Paul Dillon', 'Eddie Hargitay', 'Phil Hawn', 'Bruce Holman', 'Jawara', 'Baron Jay', 'Jim Jenkins', 'Kevin Scott Mack', 'Trey Ore', 'Louis Ortiz', 'Hugh Peddy', 'J.T. Pontino', 'Chad Randau', 'Marcio Rosario', 'Gregory Silva', 'Brian Tochi', 'Michael Zagst', 'Marc Cinquanta', 'Summer Moore', 'Niall Binnion']","['Fox 2000 Pictures', 'Regency Enterprises', 'The Linson Company', '20th Century Fox', 'Taurus Film']",https://letterboxd.com//film/fight-club/
Joker,2019,Todd Phillips,"['Crime', 'Drama', 'Thriller']",4,3.83,122,"['Canada', 'USA']",English,['English'],3296758,268764,1345995,"['Joaquin Phoenix', 'Robert De Niro', 'Zazie Beetz', 'Frances Conroy', 'Brett Cullen', 'Shea Whigham', 'Bill Camp', 'Glenn Fleshler', 'Leigh Gill', 'Josh Pais', 'Rocco Luna', 'Marc Maron', 'Sondra James', 'Murphy Guyer', 'Douglas Hodge', 'Dante Pereira-Olson', 'Carrie Louise Putrello', 'Sharon Washington', 'Hannah Gross', 'Frank Wood', 'Brian Tyree Henry', 'April Grace', 'Mick Szal', 'Carl Lundstedt', 'Michael Benz', 'Ben Warheit', 'Gary Gulman', 'Sam Morril', 'Chris Redd', 'Mandela Bellamy', 'Demetrius Dotson II', 'Greer Barnes', 'Ray Iannicelli', 'Bryan Callen', 'Peter Hans Benson', 'Vito Gerbino', 'Adam Quezada', 'Xavyer Ureña', 'Evan Rosado', 'Damian Emmanuel', 'Mike Troll', 'Jane Fergus', 'David Gibson', 'Tony D. Head', 'Jeff McCarthy', 'Kim Brockington', 'Troy Roberts', 'Lou Young', 'Michael-Scott Druckenmiller', 'Craig Austin', 'John Cenatiempo', 'Danny Schoch', 'Keith Buterbaugh', 'James Ciccone', 'Rich Campbell', 'Roger Squitero', 'Steven Elson', 'Graham Mabry', 'John Alldred', 'Alonzo Wright', 'Jack Wilkins', 'Richard Baratta', 'Mary Kate Malat', 'Adrienne Lovette', 'Justin Theroux', 'Alissa Bourne', 'Jamaal Burcher', 'John Cashin', 'Jason John Cicalese', 'Brendan Patrick Connor', 'Blaise Corrigan', 'Dennis Jay Funny', 'James P. Harkins', 'Joseph Hernandez', 'Ben Heyman', 'Graham Maby', 'Jesse Schratz', 'Isabella Ferreira', 'Shade Rupe']","['Warner Bros. Pictures', 'Joint Effort', 'Village Roadshow Pictures', 'Bron Studios', 'DC Films']",https://letterboxd.com//film/joker-2019/
Spider-Man: Into the Spider-Verse,2018,"Rodney Rothman, Peter Ramsey","['Adventure', 'Animation', 'Science Fiction', 'Action']",3,4.43,117,['USA'],English,"['English', 'Japanese', 'Spanish']",2963017,415662,1530140,"['Shameik Moore', 'Jake Johnson', 'Hailee Steinfeld', 'Mahershala Ali', 'Brian Tyree Henry', 'Lily Tomlin', 'Luna Lauren Velez', 'Zoë Kravitz', 'John Mulaney', 'Kimiko Glenn', 'Nicolas Cage', 'Kathryn Hahn', 'Liev Schreiber', 'Chris Pine', 'Natalie Morales', 'Edwin H. Bravo', 'Oscar Isaac', 'Greta Lee', 'Stan Lee', 'Jorma Taccone', 'Joaquín Cosío', ""Marvin 'Krondon' Jones III"", 'Kim Yarbrough', 'Lake Bell', 'Jessica Mikayla Adams', 'Gredel Berrios Calladine', 'Sarah D. Cole', 'Kelby Joseph', 'Mimi Davila', 'Claudia Choi', 'Melanie Haynes', 'Joseph Izzo', 'Nick Jaine', 'Muneeb Rehman', 'Carlos Zaragoza', 'Post Malone', 'David Applebee', 'Juan Carlos Arvelo', 'Adam Brown', 'Jon Bruno', 'Darcy Rose Byrnes', 'Oscar Camacho', 'June Christopher', 'Alycia Cooper', 'Michelle Jubilee Gonzalez', 'Terrence Hardy Jr.', 'Bridget Hoffman', 'Rif Hutton', 'Miguel Jiron', 'Harrison Knight', 'Lex Lang', 'Donna Lynn Leavy', 'Andrew Leviton', 'Caitlin McKenna', 'Scott Menville', 'Christopher Miller', 'Arthur Ortiz', 'Juan Pacheco', 'Devika Parikh', ""Shakira Ja'nai Paye"", 'Courtney Peldon', 'Chrystee Pharris', 'Jacqueline Pinol', 'Juan Pope', 'Al Rodrigo', 'Joseph Sanfelippo', 'Justin Shenkarow', 'Dennis Singletary', 'Warren Sroka', 'Melissa Sturm', 'Holly Walker', 'Jason Linere-White', 'Ruth Zalduondo', 'Stéphane Bak', 'Camélia Jordana', 'Olivier Giroud', 'Presnel Kimpembe']","['Columbia Pictures', 'Lord Miller', 'Pascal Pictures', 'Sony Pictures Animation', 'Arad Productions']",https://letterboxd.com//film/spider-man-into-the-spider-verse/
The Batman,2022,Matt Reeves,"['Crime', 'Mystery', 'Thriller']",3,3.99,177,['USA'],English,['English'],2479777,360118,1067220,"['Robert Pattinson', 'Zoë Kravitz', 'Paul Dano', 'Jeffrey Wright', 'John Turturro', 'Peter Sarsgaard', 'Andy Serkis', 'Colin Farrell', 'Jayme Lawson', 'Gil Perez-Abraham', 'Peter McDonald', ""Con O'Neill"", 'Alex Ferns', 'Rupert Penry-Jones', 'Charlie Carver', 'Max Carver', 'Barry Keoghan', 'Kosha Engler', 'Archie Barnes', 'Janine Harouni', 'Hana Hrzic', 'Joseph Walker', 'Luke Roberts', 'Oscar Novak', 'Stella Stocker', 'Sandra Dickinson', 'Jack Bennett', 'Andre Nightingale', 'Richard James-Neale', 'Lorraine Tai', 'Joseph Balderrama', 'James Eeles', 'Dave Simon', 'Angela Yeoh', 'Leemore Marrett Jr.', 'Ezra Elliott', 'Itoya Osagiede', 'Stewart Alexander', 'Adam Rojko Vega', 'Heider Ali', 'Marcus Onilude', 'Elena Saurel', 'Ed Kear', 'Sid Sagar', 'Amanda Blake', 'Todd Boyce', 'Brandon Bassir', 'Will Austin', 'Chabris Napier-Lawrence', 'Douglas Russell', 'Phil Aizlewood', 'Mark Killeen', 'Philip Shaun McGuinness', 'Lorna Brown', 'Elliot Warren', 'Jay Lycurgo', 'Stefan Race', 'Elijah Baker', 'Craige Middleburg', 'Akie Kotabe', 'Spike Fearn', 'Urielle Klein-Mekongo', 'Bronson Webb', 'Madeleine Gray', 'Ste Johnston', 'Arthur Lee', 'Parry Glasspool', 'Jordan Coulson', 'Hadas Gold', 'Pat Battle', 'Bobby Cuza', 'Dean Meminger', 'Roma Torre', 'Mike Capozzola', 'Amanda Hurwitz', 'Joshua Eldridge-Smith', 'Daniel Rainford', 'Nathalie Armin', 'Jose Palma', 'Kazeem Tosin Amore', 'Rodrig Andrisan', 'Craig Douglas']","['6th & Idaho', 'Dylan Clark Productions', 'DC Films', 'Warner Bros. Pictures']",https://letterboxd.com//film/the-batman/
